"TypeNamespacePrefix","TypeName","QualifiedType","FacetName","FacetValue","Definition"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","IntermediateConsignee","IntermediateConsignee"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","LoadingProofParty","LoadingProofParty"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","Manufacturer","Manufacturer"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","Master","Master"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","NonVesselOperatingCarrier","NonVesselOperatingCarrier"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","NotifyParty","NotifyParty"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","ProcessingEstablishment","ProcessingEstablishment"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","Seller","Seller"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","Stevedore","Stevedore"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","StuffingEstablishment","StuffingEstablishment"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","TransportContractDocument","TransportContractDocument"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","TransportEquipment","TransportEquipment"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","TransportMeansOperator","TransportMeansOperator"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","TransportMeansOwner","TransportMeansOwner"
"itcodes","RoleOfPartyCategoryCodeSimpleType","itcodes:RoleOfPartyCategoryCodeSimpleType","enumeration","UNDGContact","UNDGContact"
"itcodes","SealIntactStatusCodeSimpleType","itcodes:SealIntactStatusCodeSimpleType","enumeration","Absent","The seal is missing."
"itcodes","SealIntactStatusCodeSimpleType","itcodes:SealIntactStatusCodeSimpleType","enumeration","Broken","The seal has been broken."
"itcodes","SealIntactStatusCodeSimpleType","itcodes:SealIntactStatusCodeSimpleType","enumeration","Intact","The seal is intact."
"itcodes","SealVerificationStatusCodeSimpleType","itcodes:SealVerificationStatusCodeSimpleType","enumeration","unknown","The status of seal verification is unknown."
"itcodes","SealVerificationStatusCodeSimpleType","itcodes:SealVerificationStatusCodeSimpleType","enumeration","unverified","The seal has not been verified by a CBP/CSI officer."
"itcodes","SealVerificationStatusCodeSimpleType","itcodes:SealVerificationStatusCodeSimpleType","enumeration","verified","The seal has been verified by a CBP/CSI officer."
"itcodes","ShapeCodeSimpleType","itcodes:ShapeCodeSimpleType","enumeration","box","box"
"itcodes","ShapeCodeSimpleType","itcodes:ShapeCodeSimpleType","enumeration","horizontal cylinder","horizontal cylinder"
"itcodes","ShapeCodeSimpleType","itcodes:ShapeCodeSimpleType","enumeration","irregular","irregular"
"itcodes","ShapeCodeSimpleType","itcodes:ShapeCodeSimpleType","enumeration","other","other"
"itcodes","ShapeCodeSimpleType","itcodes:ShapeCodeSimpleType","enumeration","pyramid","pyramid"
"itcodes","ShapeCodeSimpleType","itcodes:ShapeCodeSimpleType","enumeration","sphere","sphere"
"itcodes","ShapeCodeSimpleType","itcodes:ShapeCodeSimpleType","enumeration","vertical cylinder","vertical cylinder"
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","1","To be done. Remark that the requested service in the order remains outstanding."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","10","0 day available.  The amount is available today."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","100","Satisfied. Adequately met, fulfilled or complied with all conditions."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","101","Set aside. Set aside by using ones authority"
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","102","Settled.  Concluded by mutual agreement."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","103","Settled out of court. The matter has been settled out of court."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","104","Stayed. A stopping of the proceedings."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","105","Terminated. Brought to an end."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","106","Arranged. Planned or provided for."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","107","Not arranged.  Not planned or provided for."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","108","Instructed to start. Received instruction to start."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","109","Instructed to stop. Received instruction to stop."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","11","1 day available, The amount is available on the next banking office day after the booking date"
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","110","Stock quantity corrected. A difference in quantity between stocks has been corrected."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","111","Inactive.  Not in operation."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","112","Active. In operation."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","113","Incomplete data.  The data is incomplete."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","114","Booked when overbooked. The booking has been made although there is no more availability."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","115","Provisional. The object is in a provisional status."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","116","Ticketed. The ticket has been issued."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","117","Washed. The object is washed."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","118","Unwashed. The object is not washed."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","119","Out of date. The information is out of date."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","12","2 days available. The amount is available on the second banking office day after the booking date."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","120","Alternative.  The information is an alternative to the request."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","121","Complete. Entire."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","122","Partial.  Not complete."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","123","Contracted. Governed by a contract."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","124","Technically limited. Governed by technical limitations."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","125","Adjusted. The information is adjusted."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","126","Expected delivery. The consignment which is/was expected."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","127","Measured.  The referenced item has been measured."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","128","Ready for loading. The referenced item is ready for loading."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","129","Not heat treated. The object is not heat treated."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","13","3 days available.  The amount available on the third banking office day after the booking date."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","130","Heat treated. The object is heat treated."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","131","Fully cooked. The object is fully cooked."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","132","Not fully cooked. The object is not fully cooked."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","133","Hothouse grown. The object is hothouse grown."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","134","Knocked down. The object is disassembled."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","135","Solid. The object is a solid."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","136","Liquid. The object is a liquid."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","137","Gas. The object is in a gaseous form."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","138","Sludge.The object is a semi-solid material."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","14","Uncollected funds Funds not collected by beneficiary."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","15","Nil.  The amount or quantity is zero."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","16","None advised. No status or condition has been advised."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","17","Requested. A status or condition has been requested."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","18","Free of charge. No charge is to be made."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","19","Rounded. The quantity has been the subject of a rounding operation."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","2","Done. The instruction has been completed."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","20","Permanent. Intended to last or function indefinitely."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","21","Temporary. Lasting or intended to last or function for a limited time."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","22","Subject to agreed condition. Subject to agreed condition."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","23","Added. In addition to."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","24","Deducted. A deduction from."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","25","Included.  Is included in."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","26","Subject to clearing. Clearing operations are to be applied."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","27","Subject to bilaterally agreed condition. Bilaterally agreed conditions are to be applied."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","28","Transaction expected to be executed. The transaction is expected to be executed."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","29","Debit. The object has a status of debit."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","3","Passed on.  The information has been passed on."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","30","Credit.  The object has a status of credit."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","31","Positive debit.  The object has a status of positive debit."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","32","Negative debit. The object has a status of negative debit."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","33","Positive credit. The object has a status of positive credit."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","34","Negative credit. The object has a status of negative credit."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","35","Started. To specify an event has started."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","36","Revised. To indicate a revision has been made."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","37","Stolen. A consignment or goods have been stolen."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","38","Assigned. A value has been assigned to an item."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","39","Approved. Approval has been given."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","4","Final.  The amount has the status of finality."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","40","Withdrawn. Item is withdrawn."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","41","Rejected. Item is rejected."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","42","Approval pending.  Approval is pending."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","43","Postponed.  Further action is delayed."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","44","Replaced.  Item has been replaced."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","45","No status.  There is no status information to report."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","46","Does not exist.  Non existent."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","47","Draft version. A preliminary version."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","48","Live version. A version with a live status."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","49","Expired version.  A version which no longer has a live status."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","5","Subject to final payment. The amount is subject to finality."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","50","Part-time. Using only part of the available time."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","51","Full-time. Using the whole of the available time."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","52","Not a student. Not enrolled in an educational program."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","53","To be extracted.  To be removed."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","54","Impacted tooth.  Tooth wedged between another tooth and the jaw."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","55","Extracted.  Removed."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","56","Estimated. The value is estimated."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","57","Undefined incident. An undefined incident has occurred."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","58","Quantity error. The quantity is an error."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","59","Monetary amount error. The monetary amount is an error."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","6","Minimum. The amount quoted is a minimum tariff."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","60","Product not ordered. The product was not ordered."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","61","Uncertain. The value is uncertain."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","62","Significant. Noteworthy."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","63","Not accepted. The item has not been accepted."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","64","Order or request cancelled. The referenced order or request has been cancelled."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","65","Negative. Negative status."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","66","Unsigned amount. The status of the amount is unsigned."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","67","Preliminary. Preparatory to."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","68","Split. Divided into parts."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","69","Recommended. The object is favoured in preference to other alternatives."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","7","Fixed.The amount quoted is a fixed tariff."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","70","Issued. Has been given out."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","71","Available for ordering.  Goods are available for ordering."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","72","Not available for ordering. Goods are not available for ordering."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","73","Confirmed. Officially acknowledged."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","74","Expiry date exceeded.  The expiry date has been exceeded."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","75","Prescribed.  Advised the use of."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","76","All published issues since subscription start. Applies to all published issues since subscription start."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","77","All published issues since issue specified in claim.  Applies to all published issues since issue specified in claim."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","78","All published issues from and including issue specified in claim."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","79","Specified published issue only.  Applies to specified published issue only."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","8","Maximum. The amount quoted is a maximum tariff."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","80","Publication issue cancelled.  Publication issue has been cancelled."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","81","Definitive.  The status is definitive."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","82","Supplementary. An addition to something."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","83","Under legal appeal. An application to a court for a reconsideration of the decision"
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","84","Legally assigned. Transferred legally to another party."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","85","Updated. Brought up to date."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","86","Ratified. Made valid or binding by some formal or legal act."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","87","Under consideration. Being considered."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","88","Countersued. A response to institute legal proceedings in which an entity has filed a law suit."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","89","Legal item dismissed. Refused further hearing to a legal matter."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","9","Information.  The amount is quoted for information only, it is not part of the charges to be deducted or added."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","90","Disputed.  Questioned validity."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","91","Enforced. Compelled observance."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","92","Legal documentation filed.  Submitted a petition, document or application to the appropriate authority."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","93","Judgement for defendant. A judgement for the defendant was rendered."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","94","Judgement for plaintiff. A judgement for the plaintiff was rendered."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","95","Unchanged.  Unaltered."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","96","Legal documentation not filed.  No petition, document or application was submitted to the appropriate authority."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","97","Pending. Awaiting decision or settlement."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","98","Debt released. Released a debt."
"itcodes","StatusCodeSimpleType","itcodes:StatusCodeSimpleType","enumeration","99","Law suit filed. A law suit was filed."
"itcodes","TransportMeansCodeSimpleType","itcodes:TransportMeansCodeSimpleType","enumeration","Air","IATA International Aircraft Type Codes"
"itcodes","TransportMeansCodeSimpleType","itcodes:TransportMeansCodeSimpleType","enumeration","Rail","Locomotive number"
"itcodes","TransportMeansCodeSimpleType","itcodes:TransportMeansCodeSimpleType","enumeration","Road","national license"
"itcodes","TransportMeansCodeSimpleType","itcodes:TransportMeansCodeSimpleType","enumeration","SEA","ITU Standard or Lloyds"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","1A","Drum, steel"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","1B","Drum, aluminium"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","1D","Drum, plywood"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","1G","Drum, fibre"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","1W","Drum, wooden"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","2C","Barrel, wooden"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","3A","Jerrican, steel"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","3H","Jerrican, plastic"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","43","Bag, super bulk"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","4A","Box, steel"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","4B","Box, aluminium"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","4C","Box, natural wood"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","4D","Box, plywood"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","4F","Box, reconstituted wood"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","4G","Box, fibreboard"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","4H","Box, plastic"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","5H","Bag, woven plastic"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","5L","Bag, textile"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","5M","Bag, paper"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","6H","Composite packaging, plastic receptacle"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","6P","Composite packaging, glass receptacle"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AA","Intermediate bulk container, rigid plastic"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AB","Receptacle, fibre"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AC","Receptacle, paper"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AD","Receptacle, wooden"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AE","Aerosol"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AF","Pallet, modular, collars 80cms * 60cms"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AG","Pallet, shrinkwrapped"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AH","Pallet, 100cms * 110cms"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AI","Clamshell"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AJ","Cone"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AM","Ampoule, non-protected"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AP","Ampoule, protected"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AT","Atomizer"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","AV","Capsule"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BA","Barrel"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BB","Bobbin"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BC","Bottlecrate / bottlerack"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BD","Board"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BE","Bundle"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BF","Balloon, non-protected"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BG","Bag"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BH","Bunch"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BI","Bin"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BJ","Bucket"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BK","Basket"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BL","Bale, compressed"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BM","Basin"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BN","Bale, non-compressed"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BO","Bottle, non-protected, cylindrical"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BP","Balloon, protected"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BQ","Bottle, protected cylindrical"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BR","Bar"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BS","Bottle, non-protected, bulbous"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BT","Bolt"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BU","Butt"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BV","Bottle, protected bulbous"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BW","Box, for liquids"
"itcodes","UNECECategoryCodeSimpleType","itcodes:UNECECategoryCodeSimpleType","enumeration","BX","Box"
